year,country,ccode,ele_rural,ele_total,ele_urban,en_int,ren_ele,ren_con,tot_ele,tfec
1994,Monaco,MCO,,100,100,,0,0,,0
1994,Mongolia,MNG,31.5299214,70.44680023,99.98407745,12.33581102,0,2261.039,2715,74293.30062
1994,Montenegro,MNE,98.40244923,98.95270538,99.45422363,,0,0,,0
1994,Montserrat,MSR,,,,,0,0,16,323.6
1994,Morocco,MAR,21.71405997,56.94444275,90.39596558,3.488313933,840,48565.28,11470,284652.0747
1994,Mozambique,MOZ,,0.559485316,8.466166496,44.73609265,366,191723.2,395,205725.703
1994,Myanmar,MMR,24.01212112,39.16986465,83.93362427,12.82394542,1614,370519.4,3594,421204.6823
1994,Namibia,NAM,13.14309071,29.55112839,69.11270905,3.822814863,672,10973.34,874,31974.88468
1994,Nauru,NRU,,100,96.76782227,,0,0,30,1248.5
1994,Nepal,NPL,,3.5338521,78.80062866,9.746334437,929,250040.5,1010,270664.4783
1994,Netherlands,NLD,100,100,100,5.537010165,1258,24339.87,79867,1924721.95
1994,Netherlands Antilles,ANT,,,,,,,971,
1994,New Caledonia,NCL,,,,,277,980.7297,1332,18089.912
1994,New Zealand,NZL,100,100,100,6.80738246,28596,126556.5,34851,419091.8555
1994,Nicaragua,NIC,44.0796826,69.36301422,91.52003479,7.12296481,846,42385.52,1746,65719.61345
1994,Niger,NER,,4.664740086,30.55502701,7.461886244,0,0,0,0
1994,Nigeria,NGA,14.89722183,36.72774506,83.78278351,10.07747068,5562,2401998,15531,2710710.752
1994,Niue,NIU,,,,,0,0.33076,3,59.21076
1994,Northern America,GNA,,,,,,,,
1994,Northern Mariana Islands,MNP,,,,,0,0,340,979.2
1994,Norway,NOR,100,100,100,4.555568429,111922,407632.6,112323,674900.1858
1994,Not classified,LNX,,,,,,,,
1994,Nothern America,NAR,,,,,,,,
1994,Oceania,GCN,,,,,,,,
1994,Oceania (not including Australia and New Zealand),GOC,,,,,,,,
1994,Oman,OMN,,,,3.143905933,0,0,6198,92968.39642
1994,Pakistan,PAK,53.14139646,66.2011261,94.49320984,5.461819078,22858,922235.4,53555,1701674.451
1994,Palau,PLW,94.43152944,97.98236847,99.42779541,15.15451163,0,0,100,1749.52016
1994,Panama,PAN,48.71627172,75.93927002,96.22502899,3.375855104,2419,24651.05,3361,64341.73757
1994,Papua New Guinea,PNG,,8.087903023,59.91154099,8.674463557,804,58642.43,1288,84498.08357
1994,Paraguay,PRY,70.50048107,83.99563599,96.71076965,5.073467402,36410,97919.2,36417,140127.5905
1994,Peru,PER,4.670160593,65.78325653,91.32958984,3.112574699,12866,130041.2,15866,361879.1916
1994,Philippines,PHL,47.7321318,66.7876358,87.14372253,5.086594911,12182,380371.5,30471,856016.1296
1994,Poland,POL,100,100,100,10.01110884,1784,154236.4,133294,2489635.109
1994,Portugal,PRT,100,100,100,3.618829445,11639,133999.4,31334,537103.8055
1994,Puerto Rico,PRI,,,,0.001634483,46,146.9121,18086,57762
1994,Qatar,QAT,100,100,100,8.82897588,0,0,5815,111091.1277
1994,Reunion,REU,,,,,567,5003.025,1206,22001.46775
1994,Romania,ROU,100,100,100,8.28198244,13046,78125.01,55136,1022909.053
1994,Russian Federation,RUS,100,100,100,13.86789521,175039,722659.4,874881,18688468.6
1994,Rwanda,RWA,,0.188256279,22.04636955,10.39852429,158,23345.19,162,29724.3368
1994,Saint Pierre et Miquelon,SPM,,,,,0,0,44,470.3
1994,Samoa,WSM,75.0717544,80,98.06251526,4.737421972,25,1141.473,64,2473.3047
1994,San Marino,SMR,100,100,100,,0,0,,0
1994,Sao Tome and Principe,STP,33.59073133,46.47967148,60.6267128,5.650100823,6,648.9971,17,1201.55
1994,Saudi Arabia,SAU,,,,5.293044263,0,536.5803,93922,1746375.658
1994,Senegal,SEN,14.5095247,31.22503471,56.85300446,5.006493512,45,25560.6,1070,46685.58329
1994,Serbia,SRB,100,99.6339798,99.0748291,9.802114755,10500,57943.8,32400,263050.6987
1994,Seychelles,SYC,80.2209665,90,100,2.566978604,0,50.2425,126,1818.2425
1994,Sierra Leone,SLE,3.362941448,8.824788094,19.33698654,10.56809551,0,35149.42,237,39178.7173
1994,Singapore,SGP,,100,100,6.260213763,245,722.8125,20849,151497.8926
1994,Sint Maarten (Dutch part),SXM,,100,100,,0,0,0,0
1994,Slovak Republic,SVK,100,100,100,11.18870285,4355,19678.18,25458,417136.6199
1994,Slovenia,SVN,100,100,100,6.754584857,3399,19759.6,12895,160177.129
1994,Solomon Islands,SLB,,0.01,55.14950562,6.762182689,0,2772.428,62,4582.62843
1994,Somalia,SOM,,0.024699653,8.162927628,38.1232525,0,54840.78,271,60996.4822
1994,South Africa,ZAF,41.81418936,64.2727356,83.40100861,11.13303866,1074,349869.2,180173,1884778.497
1994,South Eastern Asia,GSE,,,,,,,,
1994,South Sudan,SSD,0.01,0.01,0.01,,0,0,0,0
1994,Southern Asia,GSA,,,,,,,,
1994,Spain,ESP,100,100,100,4.105861339,29060,230894.3,160902,2498484.079
1994,Sri Lanka,LKA,54.49786386,59.73135757,82.76257324,3.155948985,4089,165134.8,4387,233965.1666
1994,St. Helena,SHN,,,,,0,9.135,5.83,128.465888
1994,St. Kitts and Nevis,KNA,85.57589111,89.87351227,98.2518692,3.703198803,0,756.7658,97.6,1830.4658
1994,St. Lucia,LCA,82.16859572,86.11493683,95.79304504,3.061841857,0,75.5355,180.7,2305.287363
1994,St. Martin (French part),MAF,,46.82437134,73.02866364,,0,0,,0
1994,St. Vincent and the Grenadines,VCT,63.7215171,71.77667999,82.44538116,2.870916003,21,140.9779,64,1346.28412
1994,Sub-Saharan Africa,GSS,,,,,,,,
1994,Sudan,SDN,11.48464688,28.61070251,64.70586395,9.13771021,1121,213820,1858,268997.127
1994,Suriname,SUR,100,99.99056244,99.14800262,5.883621356,0,0,0,0
1994,Swaziland,SWZ,,5.792140007,39.57171631,3.699896184,204,14296.28,419,19526.84807
1994,Sweden,SWE,100,100,100,7.899381712,61402,433673.7,142700,1383133.998
1994,Switzerland,CHE,100,100,100,3.26410536,39627,138588.9,65420,741332.2251
1994,Syrian Arab Republic,SYR,70.01121824,83.90798187,97.93655396,7.610283408,2552,6110.709,15182,296923.5436
1994,"Taiwan, China",TWN,,,,,5062,17751.91,120811,1327876.947
1994,Tajikistan,TJK,96.6527878,97.46195221,99.4030838,12.4651561,16691,50698.97,16982,88541.3997
1994,Tanzania,TZA,0.323986551,5.47276783,25.80921936,11.44894774,1499,375018.6,1781,394019.6643
1994,Thailand,THA,72.30439497,80.55178833,99.69982147,4.59263752,4515,375923.7,71177,1575023.165
1994,Timor-Leste,TLS,,3.119892359,64.40200806,,0,0,0,0
1994,Togo,TGO,,6.638762474,28.66136169,13.09110921,148,31492.3,247,38616.15431
1994,Tonga,TON,75.14252209,80,96.41699219,3.266637871,0,13.98623,29,1140.03323
1994,Trinidad and Tobago,TTO,85.00863784,86.35897827,99.38165283,17.26065313,32,729.7824,4069,57625.64982
1994,Tunisia,TUN,66.51735553,86.8,99.72512817,4.374001475,40,24600.99,7048,173217.3782
1994,Turkey,TUR,84.67907579,91.30448914,95.43636322,3.762434425,30716,403602.7,78321,1664816.334
1994,Turkmenistan,TKM,98.89042535,99.13754272,99.44284058,26.7007907,4,6.915882,10496,368860.1364
1994,Turks and Caicos Islands,TCA,58.82154405,91.30561066,100,,0,3.119885,36,317.619885
1994,Tuvalu,TUV,91.06054338,92.27619171,93.85140228,3.125082875,0,0,2.1,53.822
1994,Uganda,UGA,0.000613212,4.256128788,36.74628067,18.06633265,1052,278512,1057,287592.8742
1994,Ukraine,UKR,98.07662689,98.68586731,98.98713684,23.32073418,12118,42703.5,202713,3864501.894
1994,United Arab Emirates,ARE,100,100,100,4.660506232,0,985.6146,23736,820351.9205
1994,United Kingdom,GBR,100,100,100,5.604070688,6955,56409.38,325024,5522597.116
1994,United States,USA,100,100,100,8.351521686,336458,2102316,3451830,51418449.19
1994,Upper middle income,UMC,,,,,,,,
1994,Uruguay,URY,79.82603555,97.11695099,98.98600769,2.673148495,7527,38732.37,7619,91672.12127
1994,Uzbekistan,UZB,98.68159121,99.03417969,99.5903244,38.33533369,7156,20759.23,47800,1329856.424
1994,Vanuatu,VUT,4.085526853,18,74.11978912,2.589593419,0,210.9889,31,764.98894
1994,"Venezuela, RB",VEN,85.69104814,97.96232605,99.98191071,6.391141172,51284,163433.2,71221,1184922.513
1994,Vietnam,VNM,73.68445324,79.09905243,98.52206421,6.402937182,9243,534820.6,12288,786662.7506
1994,Virgin Islands (U.S.),VIR,100,100,100,,0,0,1057,3301.2
1994,Wallis and Futuna,WLF,,,,,0,0,0,0
1994,West Bank and Gaza,PSE,94.01652754,98.11643982,99.89672852,3.430424733,0,4263.153,64,20334.32953
1994,Western Asia,GWA,,,,,,,,
1994,Western Sahara,ESH,,,,,0,0,,0
1994,World,GWL,,,,,,,,
1994,"Yemen, Rep.",YEM,27.13588738,41.72322083,89.94464874,2.440576312,0,1570.804,2160,90101.27578
1994,Zambia,ZMB,1.614234054,15.86589432,39.54583359,13.31793325,8091,163775.9,8140,188559.1113
1994,Zimbabwe,ZWE,3.4,28.1,80.4,14.41690348,2095,220858.1,7535,322292.579
1995,Afghanistan,AFG,,0.01,60.89027786,1.485691936,466,8771.985,675,25008.76656
1995,Albania,ALB,100,100,100,4.478546955,4204,20067.28,4473,39651.04753
1995,Algeria,DZA,97.20635816,98.77071381,100,3.77719006,193,2093.974,19715,495638.2407
1995,American Samoa,ASM,,,,,0,0,137,417.6
1995,Andorra,AND,100,100,100,,124,1018.209,124,7031.321174
1995,Angola,AGO,11.3215701,17.27303123,31.92912483,6.285041085,900,151321.8,960,204638.5585
1995,Anguilla,AIA,,92.6623764,92.6623764,,0,1.827,22.2,790.647
1995,Antigua and Barbuda,ATG,81.4503978,87.75009155,100,3.50668386,0,0,98,2727.2
1995,Argentina,ARG,93.02246094,93.02246094,93.02246094,4.646260302,26949,173807.4,67015,1551133.745
1995,Armenia,ARM,97.62408189,98.50465393,98.95713043,9.847320092,1919,4359.308,5561,47003.90569
1995,Aruba,ABW,80.65717794,90.09018707,100,,0,8.275705,616,4773.387705
1995,Australia,AUS,100,100,100,7.076343308,16631,199700.4,172805,2430093.957
1995,Austria,AUT,100,100,100,4.210651263,38904,214483.3,55178,836841.8416
1995,Azerbaijan,AZE,95.25106347,97.30509186,99.18553162,22.81656074,1556,4979.55,17044,364311.0944
1995,"Bahamas, The",BHS,88.75522343,93.35507202,94.43679047,3.758468316,0,0,1304,16004.04
1995,Bahrain,BHR,,,,11.04497315,0,0,11648,61947.68346
1995,Bangladesh,BGD,6.760986904,20.76270866,71.30587006,3.900833411,372,298192.5,10806,467365.7851
1995,Barbados,BRB,,,,3.89279356,0,1428.338,616,8908.038065
1995,Belarus,BLR,100,100,100,19.26698573,20,16428.01,24918,649889.4986
1995,Belgium,BEL,100,100,100,6.81512238,668,16903.56,73516,1341137.757
1995,Belize,BLZ,80.96530245,89.05664825,98.00550842,7.581266822,40,2476.001,148,7090.436
1995,Benin,BEN,0.254705986,14.14198494,38.03499603,8.642973366,0,63101.65,33,66582.59666
1995,Bermuda,BMU,,100,100,2.997902485,0,0,521,5148.8
1995,BES Islands,BES,,,,,,,0,
1995,Bhutan,BTN,,12.68058109,94.83665466,26.31276717,1630,36699.11,1630,38887.81346
1995,Bolivia,BOL,18.89662012,63.70626831,94.33374023,5.072729199,1308,38129.59,3019,113697.4526
1995,Bosnia and Herzegovina,BIH,97.6109414,97.98593903,98.56244659,9.004985847,3643,17243.44,4401,51902.16862
1995,Botswana,BWA,7.717320565,16.82712746,26.31597328,4.337375286,0,21185.92,1041,44910.12888
1995,Brazil,BRA,62.915861,91.728598,98.589696,3.763228873,259499,2298361,275601,4981885.88
1995,British Virgin Islands,VGB,,,,,0,8.47543,61,743.17543
1995,Brunei Darussalam,BRN,100,100,100,4.067353727,0,0,1966,20959.95816
1995,Bulgaria,BGR,100,100,100,13.63457464,2314,13917.65,41789,447987.1813
1995,Burkina Faso,BFA,0.894079303,6.068734169,35.09311676,11.90764095,94,99235.21,242.9,106543.909
1995,Burundi,BDI,,2.015591383,53.46485901,12.65530845,118,56337.97,120,59233.3906
1995,Cambodia,KHM,,4.958648682,48.00404358,10.10766529,0,87615.7,198,106156.7745
1995,Cameroon,CMR,9.371701008,36.16306686,72.30211639,7.607671999,2753,184129.1,2785,217962.5471
1995,Canada,CAN,100,100,100,10.34915049,341626,1460676,560005,6662580.863
1995,Cape Verde,CPV,12.45557552,44.38153458,77.9207077,3.051242441,6.3,732.479,83.3,1874.3715
1995,Caucasian and Central Asia,CCA,,,,,,,,
1995,Caucasus and Central Asia,GCA,,,,,,,,
1995,Cayman Islands,CYM,,100,100,,0,0,297,2471.9
1995,Central African Republic,CAF,0.3,3,8,10.67208023,81,27685.16,102,29754.2
1995,Chad,TCD,,1.003540397,5.494939804,6.845701098,0,41502.06,89,42289.26445
1995,Channel Islands,CHI,100,100,100,,0,0,,0
1995,Chile,CHL,75.11589569,95.6186142,99.36655426,4.1679587,20293,204202.6,28027,597651.1299
1995,China,CHN,92.06063838,94.38241577,99.55967712,14.22762923,193662,9106798,1007914,30899713.56
1995,Colombia,COL,73.6,91.2,99.2,3.655298196,32637,297574.3,42716,883012.3648
1995,Comoros,COM,16.48526568,27.6020546,55.76589203,4.538931815,0,1327.849,19,2230.048755
1995,"Congo, Dem. Rep.",COD,,3.346121073,14.68028831,17.66595,6159,475847.4,6177,491092.5063
1995,"Congo, Rep.",COG,,8.662495613,25.49637794,2.62639719,352,17000.16,354,24357.00208
1995,Cook Islands,COK,95.82411334,96.60374451,97.12149048,,0,0,16,405.5
1995,Costa Rica,CRI,96.10603898,98.23054504,100,3.34079092,4039,28082.17,4881,80295.41336
1995,Cote d'Ivoire,CIV,19.14385648,43.23448181,77.60205841,5.120084256,1784,102387.8,2947,136731.0909
1995,Croatia,HRV,100,100,100,5.588934938,5692,66002.51,9276,217224.0793
1995,Cuba,CUB,82.2372442,94.87867737,99.25655365,4.524074976,764,129711.8,12459,314417.585
1995,Curacao,CUW,100,100,100,,8,22.55312,1009,27987.8369
1995,Cyprus,CYP,100,100,100,4.130950492,0,1604.34,2497,47829.37518
1995,Czech Republic,CZE,100,100,100,8.814719316,2407,55652.33,60575,1049474.132
1995,Denmark,DNK,100,100,100,4.231785227,1851,44635.99,36758,594181.7381
1995,Djibouti,DJI,72.7784487,58.37868881,53.90589142,4.253002943,0,1448.192,184,4645.49248
1995,Dominica,DMA,73.58055115,73.58055115,73.58055115,2.590307271,29,172.9692,56,1105.41661
1995,Dominican Republic,DOM,68.28418126,84.14179993,95.81668091,4.45047413,645,28740.8,5477,128672.7988
1995,Eastern Asia (including Japan),GEJ,,,,,,,,
1995,Eastern Asia (not including Japan),GEA,,,,,,,,
1995,Eastern Europe,GEE,,,,,,,,
1995,Ecuador,ECU,74.884987,89.830167,97.908304,3.728035516,5161,47845.79,8429,235066.7556
1995,"Egypt, Arab Rep.",EGY,91.9,95.5,99,3.66903321,11413,85063.05,52000,944826.4056
1995,El Salvador,SLV,51.427518,76.995504,94.981486,4.377789396,1914,59081.75,3310,107917.8264
1995,Equatorial Guinea,GNQ,36.79435532,60.6541748,98.23477173,7.331252189,7,3931.375,34,4766.292899
1995,Eritrea,ERI,2.1,22.9,80.6,8.522650169,0,23973.28,172,30777.87856
1995,Estonia,EST,100,100,100,13.709309,8,13041.08,8693,105823.8402
1995,Ethiopia,ETH,,1.11878562,76.60171509,34.65784112,1428,887468.7,1527,918513.1631
1995,Europe,GEU,,,,,,,,
1995,Faeroe Islands,FRO,100,100,100,,77,242.647,175,7549.6171
1995,Falkland Islands,FLK,,,,,0,6.113975,12,452.288525
1995,Fiji,FJI,50.55775899,68.07959747,89.07063293,4.530224552,384.481,13056.44,544,21738.57434
1995,Finland,FIN,100,100,100,8.682203709,19545,242601.3,64035,889744.1949
1995,France,FRA,100,100,100,5.408046496,75454,612270.1,491201,5721397.224
1995,French Guyana,GUF,,,,,130,829.084,450,6159.36405
1995,French Polynesia,PYF,100,100,100,,126,435.6291,349,4644.095445
1995,Gabon,GAB,9.944564629,70.03807068,89.68860626,2.598559136,800,36610.31,1139,50887.2883
1995,"Gambia, The",GMB,5.454703611,22.56948662,44.92421341,4.739005975,0,3502.385,74,5878.685
1995,Georgia,GEO,97.627094,98.20836639,98.70670319,14.33966845,5203,43391.35,8154,93526.62246
1995,Germany,DEU,,,100,5.095554435,25932,203654.3,532814,8779152.414
1995,Ghana,GHA,6.049309223,34.25833893,76.3259201,7.823765177,6097,171561,6116,215017.4264
1995,Gibraltar,GIB,,100,100,,0,0,108,3119.668416
1995,Greece,GRC,100,100,100,4.15391387,3564,51702.82,41299,622071.897
1995,Greenland,GRL,100,100,100,,165,557.146,257,4181.75
1995,Grenada,GRD,83.90927887,83.90927887,83.90927887,2.996402634,0,104.62,88,1410.29412
1995,Guadeloupe,GLP,,,,,15,1147.497,1078,13172.66335
1995,Guam,GUM,100,100,100,,0,0,1694.3,5535
1995,Guatemala,GTM,40.1,60.8,88.9,3.822924349,2344,130211.1,3528,199885.7869
1995,Guinea,GIN,,11.62215614,48.43567276,15.3770405,185,109506.4,537,121768.1207
1995,Guinea-Bissau,GNB,,2.473520517,21.25656509,11.34047832,0,16755.28,50,18921.58991
1995,Guyana,GUY,65.50883313,71.56842041,86.30574799,9.649573355,5,8408.435,573,21907.57775
1995,Haiti,HTI,3.9,31.3,76.5,5.397193079,253,46035.26,495,56610.60203
1995,High income,HIC,,,,,,,,
1995,High income: nonOECD,NOC,,,,,,,,
1995,High income: OECD,OEC,,,,,,,,
1995,Honduras,HND,43.254808,66.122022,93.264253,6.322308147,1673,67345.41,2728,106948.9171
1995,"Hong Kong SAR, China",HKG,,100,100,2.22535666,0,2354.028,27916,281136.4187
1995,Hungary,HUN,100,100,100,6.923488131,219,35424.13,34018,653871.5641
1995,Iceland,ISL,100,100,100,12.47110236,4972,33017.88,4981,59330.55665
1995,India,IND,39.06134795,51.49610519,85.79625702,7.858160303,73126,5915133,423660,10856619
1995,Indonesia,IDN,51.74194625,66.86,93.64807129,4.618482366,9745,1932375,59193,3857177.758
1995,"Iran, Islamic Rep.",IRN,92.24124994,96.80992889,99.82588196,6.421362657,7288,30149.18,84981,2961355.083
1995,Iraq,IRQ,88.69261254,95.07492828,97.97193146,10.60546321,570,2597.982,29743,696086.0218
1995,Ireland,IRL,100,100,100,4.753076905,729,6061.525,17604,315304.3074
1995,Isle of Man,IMN,100,100,100,,0,0,,0
1995,Israel,ISR,100,100,100,5.141175532,25,19664.72,30425,361731.5651
1995,Italy,ITA,100,100,100,3.582331668,41458,206861.5,237364,4635782.091
1995,Jamaica,JAM,72.57962873,80.2624588,87.7585907,6.257604803,301,7373.734,5829,68404.48268
1995,Japan,JPN,100,100,100,5.277621278,94146,456078.8,999817,11643013.8
1995,Jordan,JOR,93.42896846,98.14511108,99.44714355,5.711660399,19,2594.36,5616,116861.0405
1995,Kazakhstan,KAZ,99.9,99.9,99.9,16.02118709,8331,26523.07,66661,1683207.146
1995,Kenya,KEN,2.330503631,9.768261909,43.05633545,8.44621975,3675,279272.9,4091,351233.7084
1995,Kiribati,KIR,11.80509702,42.09913635,95.00907135,2.953235079,0,13.8658,9.2,322.457795
1995,"Korea, Dem. Rep.",PRK,2.979457378,2.979457378,2.979457378,,14200,74744.22,23000,778702.5552
1995,"Korea, Rep.",KOR,100,100,100,8.000872197,3012,16284.88,181139,3671153.419
1995,Kosovo,XKX,,90.85596466,90.85596466,,0,0,0,0
1995,Kuwait,KWT,100,100,100,4.746026291,0,277.208,23724,239494.6315
1995,Kyrgyz Republic,KGZ,99.44482213,99.60693359,99.89080811,12.90317726,11118,25904.23,14285,74065.45496
1995,Lao PDR,LAO,10.13186519,25,95.6891098,6.309385865,1084.9894,53136.74,1127.9894,61809.05559
1995,Latin America and Caribbean,GLC,,,,,,,,
1995,Latvia,LVA,100,100,100,9.506821836,2937,51868.11,3979,159944.5523
1995,Lebanon,LBN,100,98.77430725,98.20548248,4.966480756,717,6700.24,5281,147993.7504
1995,Lesotho,LSO,,0.01,1.046024799,15.9295929,0,19775.02,,38944.4711
1995,Liberia,LBR,0.01,0.01,0.01,57.98816457,0,22963.24,280,26517.2375
1995,Libya,LBY,99.42233563,99.86076355,99.99925995,5.399564469,0,5235.007,11415,238862.4666
1995,Liechtenstein,LIE,100,100,100,,0,0,,0
1995,Lithuania,LTU,100,100,100,10.89259451,373,19709.23,13520,190588.1602
1995,Low & middle income,LMY,,,,,,,,
1995,Low income,LIC,,,,,,,,
1995,Lower middle income,LMC,,,,,,,,
1995,Luxembourg,LUX,100,100,100,5.039349907,107,4597.266,487,115193.2706
1995,"Macao SAR, China",MAC,100,100,100,1.07750473,0,59,1272,11759
1995,"Macedonia, FYR",MKD,97.84831714,96.02031708,94.78053284,6.910387393,801,10699.49,6132,60103.35619
1995,Madagascar,MDG,0.882327434,11.75070953,43.01437378,5.682514067,410.7864,74520.93,662.0226,89844.5278
1995,Malawi,MWI,0.339547092,3.231786013,22.14637566,8.016881365,792,44147.2,940,54035.0769
1995,Malaysia,MYS,93.80764543,95.63264465,97.08483124,4.836563032,6222,73894.76,45462,818360.1341
1995,Maldives,MDV,73.163972,79.44161987,97.64965057,2.721960253,0,101.042,57,3044.841965
1995,Mali,MLI,,2.492473841,17.78793716,5.474051092,225,39842.74,312,45238.5707
1995,Malta,MLT,100,100,100,3.868557469,0,0,1632,15803.03473
1995,Marshall Islands,MHL,6.121351668,60.5427742,87.67914581,5.091203947,0,175,78,902.92
1995,Martinique,MTQ,,,,,0,216.7322,976,10733.8322
1995,Mauritania,MRT,,11.4235487,33.12174988,3.923498445,28,8999.333,340.697,19888.3794
1995,Mauritius,MUS,98.98099014,99.42205811,100,3.220450528,313,9745.899,1166,25095.97228
1995,Mayotte,MYT,,,,,0,333.4275,36,1325.2135
1995,Mexico,MEX,86.47425096,95.78555298,99.16548157,4.630414347,36007,433354.3,152248,3267680.211
1995,"Micronesia, Fed. Sts.",FSM,28.40887205,37.42670441,64.38253784,4.763867258,0,14.616,84,1040.266
1995,Middle income,MIC,,,,,,,,
1995,Moldova,MDA,96.21642249,96.66162872,97.17811584,20.70195673,324,3687.648,7625,129727.1606
1995,Monaco,MCO,,100,100,,0,0,,0
1995,Mongolia,MNG,32.98450825,71.01486969,99.93347931,11.56883232,0,2261.039,2628,75134.0938
1995,Montenegro,MNE,98.59644482,99.07284546,99.48916626,,0,0,,0
1995,Montserrat,MSR,,,,,0,0,17,323.6
1995,Morocco,MAR,24.2,56.5,90.6,3.653632257,611,48712.12,12092,283800.647
1995,Mozambique,MOZ,,1.17910111,10.99494171,44.70876706,379,195349.7,408,210404.7032
1995,Myanmar,MMR,24.90243469,40.0338974,84.18338776,12.40212831,1624,372942.3,4055,437621.1251
1995,Namibia,NAM,14.10822134,30.61478996,69.47525787,4.029247085,1134,12389.9,1171,36768.39386
1995,Nauru,NRU,,100,96.8862915,,0,0,32,1193.8
1995,Nepal,NPL,,7.575012684,79.68982697,9.716169789,1159,255819.2,1196,278875.5048
1995,Netherlands,NLD,100,100,100,5.717553509,1405,25334.88,81167,1983831.946
1995,Netherlands Antilles,ANT,,,,,,,1009,
1995,New Caledonia,NCL,100,100,100,,229,810.4172,1415,18497.552
1995,New Zealand,NZL,100,100,100,6.602061348,30239,131262.2,36062,429178.2335
1995,Nicaragua,NIC,44.76550511,69.98133087,91.86795807,6.91831627,843,43153.23,1855,66866.83852
1995,Niger,NER,1.343170428,6.2,32.13521194,7.524370605,0,0,0,0
1995,Nigeria,NGA,15.89889616,37.76992416,83.81079865,10.38709813,5500,2464968,15857,2799835.708
1995,Niue,NIU,,,,,0,0.33076,3,54.78076
1995,Northern America,GNA,,,,,,,,
1995,Northern Mariana Islands,MNP,100,100,100,,0,0,345,993.6
1995,Norway,NOR,100,100,100,4.459649961,121829,414845.2,122242,690866.0451
1995,Not classified,LNX,,,,,,,,
1995,Nothern America,NAR,,,,,,,,
1995,Oceania,GCN,,,,,,,,
1995,Oceania (not including Australia and New Zealand),GOC,,,,,,,,
1995,Oman,OMN,,,,3.024645107,0,0,6500,104246.254
1995,Pakistan,PAK,55.15338079,67.75183105,94.72634888,5.434871724,23206,944340.5,56957,1777653.19
1995,Palau,PLW,94.75091669,98.09492493,99.43236542,13.52500686,0,0,100,1780.65512
1995,Panama,PAN,49.58959945,76.78689575,96.36778259,3.366335288,2433,23137.57,3519,65575.50379
1995,Papua New Guinea,PNG,0.347052541,8.815789223,60.4900589,8.835008392,871,58981.53,1574,83388.68025
1995,Paraguay,PRY,55.112303,77.469114,96.450145,5.200261764,42118,109671.1,42237,156289.434
1995,Peru,PER,7.15630976,67.15769958,91.72367096,3.095732169,12963,129874.6,16144,390213.1932
1995,Philippines,PHL,49.59450693,67.94051361,87.58582306,5.090578117,12367,371579.6,33566,954187.2112
1995,Poland,POL,100,100,100,9.678595264,1955,161236.8,137042,2546167.67
1995,Portugal,PRT,100,100,100,3.837238768,9380,130468.2,33144,549529.4324
1995,Puerto Rico,PRI,,,,0.003414094,100,320.4033,18747,60066
1995,Qatar,QAT,100,100,100,8.933646728,0,0,5976,113402.8274
1995,Reunion,REU,,,,,601,5117.299,1298,24297.67965
1995,Romania,ROU,100,100,100,8.371858987,16693,92107.51,59266,1070683.54
1995,Russian Federation,RUS,100,100,100,14.01992247,175470,686544.7,859026,17737050.08
1995,Rwanda,RWA,,0.577478111,24.07794571,13.7916915,160,47520.78,164,53781.9463
1995,Saint Pierre et Miquelon,SPM,,,,,0,0,42,463.1
1995,Samoa,WSM,78.69311997,82.87850189,98.1364975,4.549437805,25,1156.582,65,2557.7847
1995,San Marino,SMR,100,100,100,,0,0,,0
1995,Sao Tome and Principe,STP,34.33966998,47.39467239,61.18462372,5.608593409,6,648.15,18,1201.55
1995,Saudi Arabia,SAU,,,,5.312458813,0,437.1857,97846,1688601.21
1995,Senegal,SEN,15.8935748,32.73323822,58.39651489,5.031980395,46,26276.08,1132,49411.6925
1995,Serbia,SRB,100,99.70866394,99.13314819,10.56534768,12193,62940.5,34476,252003.0733
1995,Seychelles,SYC,83.91976859,91.88279724,100,2.547271744,0,50.2425,129,1695.3425
1995,Sierra Leone,SLE,3.34378424,9.245178223,20.48455429,11.57533122,0,36630.46,96.2,40591.5173
1995,Singapore,SGP,,100,100,4.990221013,245,725.3896,22244,160222.8489
1995,Sint Maarten (Dutch part),SXM,,100,100,,0,0,0,0
1995,Slovak Republic,SVK,100,100,100,10.77890162,4880,17695.98,26428,420630.7557
1995,Slovenia,SVN,100,100,100,6.997735305,3252,19468.68,12913,169369.1228
1995,Solomon Islands,SLB,,0.032361541,55.80208969,6.431229132,0,2836,63,4728.60049
1995,Somalia,SOM,,0.136908397,10.39156532,39.0152809,0,56223.16,272,62080.1643
1995,South Africa,ZAF,43.53901056,65.49101257,83.82826233,11.38954651,529,355387.8,185381,1962050.664
1995,South Eastern Asia,GSE,,,,,,,,
1995,South Sudan,SSD,0.01,0.01,0.01,,0,0,0,0
1995,Southern Asia,GSA,,,,,,,,
1995,Spain,ESP,100,100,100,4.17985313,24376,211024.6,165596,2553365.449
1995,Sri Lanka,LKA,56.37772978,61.41436386,83.59689331,3.088158999,4452,165509,4802,236649.1566
1995,St. Helena,SHN,,,,,0,9.135,6.18,114.911
1995,St. Kitts and Nevis,KNA,86.42063966,90.44087219,98.34455872,3.395271469,0,633.2122,101.8,1723.8822
1995,St. Lucia,LCA,83.04152166,86.69744873,95.7512207,3.48674279,0,75.5355,196.6,2438.307363
1995,St. Martin (French part),MAF,,48.02051544,73.78835297,,0,0,,0
